"TIPO_INSTITUCION","CARRERA","INSTITUCION","AREAS_CONOCIMIENTO","EMPLEABILIDAD_PRIMER_ANO","EMPLEABILIDAD_SEGUNDO_ANO","REGION_MAYOR_NUMERO_TITULADOS","N_MATRICULADOS_PRIMER_ANO","N_MATRICULADOS_TOTAL","ESTUDIANTES_MUNICIPALES","ESTUDIANTES_PARTICULAR_SUBVENCIONADO","ESTUDIANTES_PARTICULAR_PAGADO","PORCENTAJE_ESTUDIANTES_PSU","PROMEDIO_PSU","PROMEDIO_NEM","TASA_RETENCION_PRIMER_ANO","TASA_RETENCION_SEGUNDO_ANO","N_TITULADOS","DURACION_ESPERADA","DURACION_REAL","PROMEDIO_ARANCEL","DIRECCION_CASA_CENTRAL","INGRESO_ANO_1","INGRESO_ANO_2","INGRESO_ANO_3","INGRESO_ANO_4","INGRESO_ANO_5","INGRESO_ANO_6","INGRESO_ANO_7","INGRESO_ANO_8"
"Universidad Estatal","Enfermería","UNIVERSIDAD DE ANTOFAGASTA","Salud","100,0%","100,0%","II. Antofagasta",50,355,"33,7%","56,0%","10,2%","> 80% a 100%",602,"6,3","92,20%","88,20%",43,10,"13,3",2529000,"Avenida Angamos 601, Antofagasta",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE CHILE","Salud","100,0%","100,0%","RM. Región Metropolitana",109,488,"39,9%","42,0%","18,1%","> 80% a 100%",694,"6,4","95,70%","93,50%",78,10,"11,7",2725660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Particular con Aporte del Estado","Enfermería","UNIVERSIDAD DE CONCEPCIÓN","Salud","98,9%","100,0%","VIII. Bío Bío",110,520,"43,1%","48,1%","8,9%","> 80% a 100%",660,"6,5","No Disponible","No Disponible",93,10,"10,6",2178900,"Calle Víctor Lamas 1290, Concepción",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE LA FRONTERA","Salud","100,0%","100,0%","IX. La Araucanía",72,333,"38,7%","59,9%","1,3%","> 80% a 100%",649,"6,5","92,80%","89,90%",41,10,"11,2",2238000,"Avenida Francisco Salazar 01145, Temuco",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Privada","Enfermería","UNIVERSIDAD DE LOS ANDES","Salud","98,9%","97,7%","RM. Región Metropolitana",83,374,"10,8%","31,6%","57,6%","> 80% a 100%",646,"6,2","83,80%","81,30%",63,11,"12,3",3376521,"Av. San Carlos de Apoquindo 2200, Las Condes, Santiago",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE MAGALLANES","Salud","98,4%","96,9%","XII. Magallanes",99,440,"44,5%","49,9%","5,6%","> 80% a 100%",556,"6,1","87,90%","83,90%",38,10,"12,6",2587000,"Avenida Bulnes 01855, Punta Arenas ",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE SANTIAGO DE CHILE","Salud","99,0%","100,0%","RM. Región Metropolitana",76,379,"35,3%","54,0%","10,7%","> 80% a 100%",661,"6,3","98,50%","93,90%",73,10,"12,4",2277300,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE TARAPACÁ","Salud","100,0%","100,0%","XV. Arica y Parinacota",54,320,"49,6%","47,3%","3,1%","> 80% a 100%",573,"6,3","82,70%","75,00%",39,10,"16,5",1907000," General Velásquez 1775. Arica",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DE VALPARAÍSO","Salud","99,3%","98,8%","V. Valparaíso",106,619,"22,0%","68,3%","9,7%","> 80% a 100%",645,"6,5","91,80%","91,80%",66,10,"12,7",2183000,"Errázuriz 1834, Valparaiso, Chile",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD DEL BÍO-BÍO","Salud","100,0%","100,0%","VIII. Bío Bío",69,345,"34,3%","64,2%","1,5%","> 80% a 100%",624,"6,5","98,40%","98,40%",84,10,"11,4",2217000,"Avda. Collao 1202, Concepción",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Privada","Enfermería","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Salud","80,3%","97,8%","RM. Región Metropolitana",436,1795,"20,8%","63,5%","15,8%","> 80% a 100%",602,"5,9","88,40%","75,40%",154,10,"13,3",3047817,"Av. República 237, Santiago",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Particular con Aporte del Estado","Ingeniería Civil","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Tecnología","97,7%","98,0%","RM. Región Metropolitana",550,3469,"8,6%","9,4%","82,0%","> 80% a 100%",764,"6,6","95,50%","93,40%",381,12,"15,2",4633000,"Avda Libertador Bernardo O Higgins 340",1101974,1270524,1330460,1493942,1652845,1808984,1943473,2005528
"Universidad Estatal","Ingeniería Civil","UNIVERSIDAD DE CHILE","Tecnología","96,9%","97,8%","RM. Región Metropolitana",878,2424,"26,5%","26,8%","46,7%","> 80% a 100%",744,"6,5","No Disponible","No Disponible",77,12,"15,9",3793660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",1101974,1270524,1330460,1493942,1652845,1808984,1943473,2005528
"Universidad Particular con Aporte del Estado","Ingeniería Civil","UNIVERSIDAD DE CONCEPCIÓN","Tecnología","100,0%","96,2%","VIII. Bío Bío",205,601,"24,2%","46,7%","29,1%","> 80% a 100%",658,"6,3","95,50%","89,40%",51,12,16,2802000,"Calle Víctor Lamas 1290, Concepción",1101974,1270524,1330460,1493942,1652845,1808984,1943473,2005528
"Universidad Estatal","Ingeniería Civil","UNIVERSIDAD DEL BÍO-BÍO","Tecnología","95,1%","96,8%","VIII. Bío Bío",88,457,"42,7%","50,4%","6,9%","> 80% a 100%",609,"6,4","85,20%","68,00%",72,12,"15,8",2217000,"Avda. Collao 1202, Concepción",1229073,1286128,1357409,1518864,1599659,1737565,1756802,1860015
"Universidad Particular con Aporte del Estado","Ingeniería Civil","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Tecnología","100,0%","100,0%","V. Valparaíso",718,1728,"19,1%","42,3%","38,6%","> 80% a 100%",674,"6,3","85,30%","72,10%",48,12,"20,9",3118250,"Avenida España 1680, Santiago",1229073,1286128,1357409,1518864,1599659,1737565,1756802,1860015
"Universidad Particular con Aporte del Estado","Ingeniería Civil Electrónica","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Tecnología","96,2%","87,9%","V. Valparaíso",84,357,"13,4%","71,1%","15,5%","> 80% a 100%",611,6,"79,80%","57,00%",19,13,17,2704000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",1229073,1286128,1357409,1518864,1599659,1737565,1756802,1860015
"Universidad Particular con Aporte del Estado","Ingeniería Civil Electrónica","UNIVERSIDAD DE CONCEPCIÓN","Tecnología","84,8%","87,5%","VIII. Bío Bío",50,277,"22,0%","53,5%","24,5%","> 80% a 100%",664,"6,4","No Disponible","No Disponible",50,12,"16,8",2802000,"Calle Víctor Lamas 1290, Concepción",1229073,1286128,1357409,1518864,1599659,1737565,1756802,1860015
"Universidad Particular con Aporte del Estado","Ingeniería Civil Electrónica","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Tecnología","95,6%","96,3%","V. Valparaíso",75,592,"15,5%","48,5%","35,9%","> 80% a 100%",687,"6,3","91,40%","71,10%",57,12,"18,3",3066000,"Avenida España 1680, Santiago",1229073,1286128,1357409,1518864,1599659,1737565,1756802,1860015
"Universidad Particular con Aporte del Estado","Ingeniería Civil en Computación e Informática","UNIVERSIDAD AUSTRAL DE CHILE","Tecnología","93,3%","96,9%","XIV. Los Ríos",69,334,"48,4%","41,5%","10,1%","> 80% a 100%",582,"5,9","79,20%","50,80%",28,10,"18,8",2600000,"Independencia 641, Valdivia",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil en Computación e Informática","UNIVERSIDAD DE CHILE","Tecnología","96,5%","95,7%","RM. Región Metropolitana",38,164,"34,7%","22,6%","42,7%",,,"6,5","No Disponible","No Disponible",22,12,"17,2",3793660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Particular con Aporte del Estado","Ingeniería Civil en Computación e Informática","UNIVERSIDAD DE CONCEPCIÓN","Tecnología","94,0%","100,0%","VIII. Bío Bío",58,243,"30,5%","50,5%","18,9%","> 80% a 100%",649,"6,2","50,80%","46,10%",25,12,"17,6",2802000,"Calle Víctor Lamas 1290, Concepción",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil en Computación e Informática","UNIVERSIDAD DE SANTIAGO DE CHILE","Tecnología","93,5%","100,0%","RM. Región Metropolitana",101,484,"35,6%","52,3%","12,1%","> 80% a 100%",655,"6,2","80,80%","66,30%",34,12,"17,1",3037350,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil en Computación e Informática","UNIVERSIDAD DEL BÍO-BÍO","Tecnología","90,7%","94,4%","VIII. Bío Bío",151,591,"37,9%","59,8%","2,3%","> 80% a 100%",581,"6,1","76,60%","56,40%",80,12,"16,2",2217000,"Avda. Collao 1202, Concepción",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Particular con Aporte del Estado","Ingeniería Civil Industrial","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Tecnología","99,2%","96,8%","V. Valparaíso",171,718,"9,5%","47,5%","42,9%","> 80% a 100%",664,"6,4","76,40%","66,70%",88,13,"16,1",3076000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Privada","Ingeniería Civil Industrial","UNIVERSIDAD ADOLFO IBAÑEZ","Tecnología","98,1%","100,0%","V. Valparaíso",367,1425,"3,3%","11,2%","85,5%","> 80% a 100%",659,"6,1","73,00%","59,60%",104,14,"14,7",3969000,"DIAGONAL LAS TORRES 2640 PEÑALOLÉN",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD ARTURO PRAT","Tecnología","93,1%","100,0%","I. Tarapacá",138,609,"29,7%","69,8%","0,5%","> 80% a 100%",565,6,"72,40%","57,50%",67,15,"19,2",1921680,"Av. Arturo Prat 2120, Iquique",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Particular con Aporte del Estado","Ingeniería Civil Industrial","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","Tecnología","85,4%","93,0%","VIII. Bío Bío",133,646,"34,6%","57,7%","7,8%","> 80% a 100%",586,6,"79,90%","63,00%",59,14,"18,5",2315000,"Calle Caupolican 491  Concepción",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DE ANTOFAGASTA","Tecnología","97,5%","100,0%","II. Antofagasta",110,1075,"46,1%","42,6%","11,3%",,,,"77,50%","59,50%",94,12,"19,1",2471000,"Avenida Angamos 601, Antofagasta",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DE CHILE","Tecnología","98,9%","99,2%","RM. Región Metropolitana",178,588,"26,3%","18,4%","55,3%",,,"6,5","No Disponible","No Disponible",155,12,"15,8",3793660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Particular con Aporte del Estado","Ingeniería Civil Industrial","UNIVERSIDAD DE CONCEPCIÓN","Tecnología","93,2%","95,6%","VIII. Bío Bío",60,380,"19,1%","42,4%","38,5%","> 80% a 100%",699,"6,5","84,00%","78,60%",47,12,"15,9",2802000,"Calle Víctor Lamas 1290, Concepción",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DE LA FRONTERA","Tecnología","90,6%","97,9%","IX. La Araucanía",203,750,"25,6%","63,2%","11,2%","> 80% a 100%",620,6,"90,40%","73,80%",107,12,"14,7",2192000,"Avenida Francisco Salazar 01145, Temuco",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Privada","Ingeniería Civil Industrial","UNIVERSIDAD DE LAS AMÉRICAS","Tecnología","89,5%","97,3%","RM. Región Metropolitana",89,556,"32,9%","59,0%","8,1%","> 80% a 100%",523,"5,7","No Disponible","No Disponible",116,12,"15,3",2462339,"Avenida Manuel Montt 948, Providencia, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Privada","Ingeniería Civil Industrial","UNIVERSIDAD DE LOS ANDES","Tecnología","100,0%","100,0%","RM. Región Metropolitana",,223,"1,5%","1,0%","97,5%",,,,"No Disponible","No Disponible",27,12,"15,6",4133151,"Av. San Carlos de Apoquindo 2200, Las Condes, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DE SANTIAGO DE CHILE","Tecnología","87,8%","97,5%","RM. Región Metropolitana",167,871,"30,2%","49,7%","20,1%","> 80% a 100%",678,"6,2","88,00%","83,40%",145,12,15,3037350,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",1138380,1294108,1464867,1595499,1873630,2087563,2307932,2514530
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DE TALCA","Tecnología","95,7%","93,2%","VII. Maule",77,427,"47,1%","42,5%","10,4%","> 80% a 100%",624,"6,4","87,90%","70,80%",50,12,"14,3",2628600,"Norte 685, Talca ",871016,1102287,1285153,1424954,1614498,1773713,2018076,2286954
"Universidad Estatal","Ingeniería Civil Industrial","UNIVERSIDAD DEL BÍO-BÍO","Tecnología","89,7%","96,9%","VIII. Bío Bío",162,807,"41,1%","49,9%","9,0%","> 80% a 100%",617,"6,4","90,70%","80,40%",191,12,"16,6",2217000,"Avda. Collao 1202, Concepción",871016,1102287,1285153,1424954,1614498,1773713,2018076,2286954
"Universidad Privada","Ingeniería Civil Industrial","UNIVERSIDAD DEL DESARROLLO","Tecnología","93,8%","97,1%","VIII. Bío Bío",174,795,"4,0%","14,2%","81,8%","> 80% a 100%",640,6,"80,80%","71,60%",80,12,"15,8",3951000,"Av. Plaza 680, San Carlos de Apoquindo, Las Condes",871016,1102287,1285153,1424954,1614498,1773713,2018076,2286954
"Universidad Privada","Ingeniería Civil Industrial","UNIVERSIDAD DIEGO PORTALES","Tecnología","91,1%","95,5%","RM. Región Metropolitana",214,1088,"12,0%","33,8%","54,2%","> 80% a 100%",618,"5,7","88,70%","67,40%",159,12,"14,4",3700000," Avda. Manuel Rodríguez Sur 361",871016,1102287,1285153,1424954,1614498,1773713,2018076,2286954
"Universidad Particular con Aporte del Estado","Ingeniería Civil Industrial","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Tecnología","94,5%","97,2%","RM. Región Metropolitana",417,2262,"15,4%","32,9%","51,7%","> 80% a 100%",706,"6,4","No Disponible","No Disponible",224,12,"15,7",3118250,"Avenida España 1680, Santiago",1140805,1276567,1407498,1572401,1819537,2047759,2281223,2449108
"Universidad Estatal","Ingeniería Civil Mecánica","UNIVERSIDAD DE CHILE","Tecnología","97,2%","100,0%","RM. Región Metropolitana",55,152,"27,1%","24,0%","48,8%",,,"6,5","No Disponible","No Disponible",32,12,"15,7",3793660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",1140805,1276567,1407498,1572401,1819537,2047759,2281223,2449108
"Universidad Particular con Aporte del Estado","Ingeniería Civil Mecánica","UNIVERSIDAD DE CONCEPCIÓN","Tecnología","96,6%","100,0%","VIII. Bío Bío",56,324,"18,7%","41,0%","40,3%","> 80% a 100%",668,"6,3","72,60%","68,70%",31,12,"16,3",2802000,"Calle Víctor Lamas 1290, Concepción",1140805,1276567,1407498,1572401,1819537,2047759,2281223,2449108
"Universidad Estatal","Ingeniería Civil Mecánica","UNIVERSIDAD DE SANTIAGO DE CHILE","Tecnología","90,7%","100,0%","RM. Región Metropolitana",110,537,"32,0%","45,6%","22,3%","> 80% a 100%",657,"6,1","81,40%","62,70%",69,12,"16,9",3037350,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",1140805,1276567,1407498,1572401,1819537,2047759,2281223,2449108
"Universidad Particular con Aporte del Estado","Ingeniería Civil Mecánica","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Tecnología","97,8%","100,0%","V. Valparaíso",122,689,"15,8%","45,1%","39,1%","> 80% a 100%",678,"6,2","83,60%","71,70%",34,12,"17,5",3118250,"Avenida España 1680, Santiago",1140805,1276567,1407498,1572401,1819537,2047759,2281223,2449108
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Ciencias Sociales","95,7%","97,3%","RM. Región Metropolitana",257,1720,"1,7%","5,3%","93,0%","> 80% a 100%",758,"6,6","95,20%","91,20%",230,10,"12,9",4313000,"Avda Libertador Bernardo O Higgins 340",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Ciencias Sociales","96,5%","95,5%","V. Valparaíso",134,554,"19,0%","49,7%","31,3%","> 80% a 100%",647,"6,2","86,30%","81,50%",65,11,14,3076000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD ADOLFO IBAÑEZ","Ciencias Sociales","95,8%","97,6%","RM. Región Metropolitana",773,3330,"1,8%","7,6%","90,6%","> 80% a 100%",670,"6,1","80,60%","64,70%",317,10,"11,5",4179000,"DIAGONAL LAS TORRES 2640 PEÑALOLÉN",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD ARTURO PRAT","Ciencias Sociales","91,8%","93,0%","RM. Región Metropolitana",214,836,"40,5%","56,7%","2,8%","> 80% a 100%",538,"5,7","No Disponible","No Disponible",176,14,19,1959000,"Av. Arturo Prat 2120, Iquique",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","UNIVERSIDAD AUSTRAL DE CHILE","Ciencias Sociales","84,4%","95,8%","XIV. Los Ríos",186,644,"40,7%","44,5%","14,8%","> 80% a 100%",575,"5,8","78,80%","70,30%",49,10,"14,2",2600000,"Independencia 641, Valdivia",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","Ciencias Sociales","73,2%","88,6%","VIII. Bío Bío",116,529,"44,3%","49,5%","6,2%","> 80% a 100%",562,6,"88,90%","76,80%",43,11,15,2255000,"Calle Caupolican 491  Concepción",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","UNIVERSIDAD CATÓLICA DEL NORTE","Ciencias Sociales","88,7%","90,7%","II. Antofagasta",205,806,"30,2%","50,9%","19,0%","> 80% a 100%",580,6,"77,70%","63,10%",158,10,"14,5",2668450,"A. Libertador Bernardo O'higgins 292 Of 22  Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","Ciencias Sociales","94,1%","92,6%","RM. Región Metropolitana",75,263,"19,9%","78,9%","1,2%","> 40% a 60%",533,"5,7","74,60%","No Disponible",16,,,2015200,"General Jofré 462, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD CENTRAL DE CHILE","Ciencias Sociales","94,4%","94,7%","RM. Región Metropolitana",177,570,"14,9%","68,7%","16,4%","> 80% a 100%",554,"5,6","82,10%","64,20%",87,10,"13,7",3250000,"Lord Cochrane 416, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE CHILE","Ciencias Sociales","96,9%","97,7%","RM. Región Metropolitana",358,1493,"16,3%","21,4%","62,3%","> 80% a 100%",720,"6,4","92,40%","82,60%",210,10,"12,6",3638660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","UNIVERSIDAD DE CONCEPCIÓN","Ciencias Sociales","83,2%","91,2%","VIII. Bío Bío",251,911,"30,5%","52,5%","17,0%","> 80% a 100%",613,"6,1","80,70%","72,80%",60,10,13,2802000,"Calle Víctor Lamas 1290, Concepción",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE LA FRONTERA","Ciencias Sociales","82,2%","87,5%","IX. La Araucanía",74,331,"32,1%","59,4%","8,5%","> 80% a 100%",600,"6,1","78,60%","74,30%",70,10,"13,9",2381000,"Avenida Francisco Salazar 01145, Temuco",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DE LAS AMÉRICAS","Ciencias Sociales","89,5%","88,6%","RM. Región Metropolitana",316,1275,"31,0%","58,3%","10,8%","> 20% a 40%",504,"5,7","58,60%","39,10%",184,11,"12,2",2303458,"Avenida Manuel Montt 948, Providencia, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DE LOS ANDES","Ciencias Sociales","90,2%","96,9%","RM. Región Metropolitana",145,877,"0,9%","2,2%","96,9%","> 80% a 100%",679,"6,3","90,80%","76,70%",76,12,"12,8",4080608,"Av. San Carlos de Apoquindo 2200, Las Condes, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE SANTIAGO DE CHILE","Ciencias Sociales","91,7%","93,8%","RM. Región Metropolitana",229,882,"26,6%","60,3%","13,1%","> 80% a 100%",659,"6,3","88,60%","85,30%",169,10,"12,8",3037350,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE TALCA","Ciencias Sociales","89,7%","92,9%","VII. Maule",112,577,"47,9%","40,0%","12,1%","> 80% a 100%",602,"6,3","81,40%","68,70%",90,10,"14,3",2353600,"Norte 685, Talca ",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE TARAPACÁ","Ciencias Sociales","89,0%","92,2%","XV. Arica y Parinacota",56,301,"50,0%","38,2%","11,8%","> 80% a 100%",543,"6,1","67,80%","45,20%",221,10,"15,4",2027000," General Velásquez 1775. Arica",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DE VALPARAÍSO","Ciencias Sociales","91,4%","93,9%","V. Valparaíso",203,1039,"25,7%","61,0%","13,3%","> 80% a 100%",602,6,"84,60%","73,70%",172,10,"13,8",2128000,"Errázuriz 1834, Valparaiso, Chile",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DE VIÑA DEL MAR","Ciencias Sociales","82,0%","87,5%","V. Valparaíso",59,209,"12,4%","40,0%","47,6%","> 40% a 60%",528,"5,6","No Disponible","No Disponible",46,10,"15,3",2940000,"Diego Portales 90, Recreo, Viña del Mar",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Estatal","Ingeniería Comercial","UNIVERSIDAD DEL BÍO-BÍO","Ciencias Sociales","80,6%","79,6%","VIII. Bío Bío",179,870,"41,9%","56,7%","1,4%","> 80% a 100%",570,"6,1","90,80%","84,40%",291,11,"13,3",2217000,"Avda. Collao 1202, Concepción",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DEL DESARROLLO","Ciencias Sociales","92,8%","94,0%","RM. Región Metropolitana",284,1408,"2,1%","13,8%","84,0%","> 80% a 100%",636,"5,9","91,90%","77,30%",185,10,"12,7",3951000,"Av. Plaza 680, San Carlos de Apoquindo, Las Condes",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DEL MAR","Ciencias Sociales","88,4%","91,7%","IV. Coquimbo",136,517,"41,0%","50,0%","9,0%","> 20% a 40%",467,"5,5","51,00%","34,30%",109,10,12,2140979,"Angamos 680, Reñaca Viña del Mar, Chile",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD DIEGO PORTALES","Ciencias Sociales","90,2%","93,7%","RM. Región Metropolitana",266,1045,"8,7%","27,2%","64,1%","> 80% a 100%",636,"5,8","76,40%","63,00%",116,10,13,3700000," Avda. Manuel Rodríguez Sur 361",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD FINIS TERRAE","Ciencias Sociales","93,8%","85,2%","RM. Región Metropolitana",132,413,"10,4%","20,8%","68,8%","> 40% a 60%",597,"5,6","69,60%","56,60%",48,10,"14,1",3366750,"Av. Pedro Valdivia 1509, Providencia, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Ciencias Sociales","84,1%","95,7%","RM. Región Metropolitana",786,2493,"7,1%","28,4%","64,5%","> 60% a 80%",564,"5,6","84,90%","71,50%",218,10,"12,3",3085767,"Av. República 237, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD SAN SEBASTIÁN","Ciencias Sociales","79,1%","96,0%","VIII. Bío Bío",189,435,"25,9%","51,0%","23,1%","> 80% a 100%",562,"5,6","76,20%","55,70%",37,10,"13,8",2981440,"General Cruz 1577, Concepción",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Privada","Ingeniería Comercial","UNIVERSIDAD SANTO TOMÁS","Ciencias Sociales","82,8%","82,6%","RM. Región Metropolitana",357,1123,"33,4%","62,0%","4,6%","> 60% a 80%",534,"5,5","72,70%","63,50%",31,10,"12,4",1941111,"Av.Ejército 146 Barrio Universitario, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
"Universidad Particular con Aporte del Estado","Ingeniería Comercial","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Ciencias Sociales","97,5%","100,0%","RM. Región Metropolitana",176,731,"18,6%","44,5%","37,0%","> 80% a 100%",668,"6,2","89,20%","71,10%",52,10,"14,7",3118250,"Avenida España 1680, Santiago",894878,1005538,1142768,1268239,1421094,1563813,1699288,1850894
